Name,Region,Tier,Type,Base Item,Location,Armor,Agility,Shielding,Poise,Inure,Steadfast,Ethereal,Reflexes ,Evasion,Tempo ,Adaptability,Melee Prot.,Projectile Prot.,Magic Prot.,Blast Prot.,Fire Prot.,Feather Falling,Max Health,Max Health %,Regen,Life Drain,Sustenance,Anemia,Speed,Speed %,Adrenaline,Crippling,Attack Damage,Attack Damage %,Attack Speed,Attack Speed %,Magic Damage,Magic Damage %,Proj Damage,Proj Speed,Knockback Res.,Thorns,Base Spell Power,Base Attack Damage,Base Attack Speed,Base Proj Damage,Base Proj Speed,Base Throw Rate,Unbreaking,Mending,Unbreakable,Irreparability,Smite,Slayer,Duelist,Fire Aspect,Ice Aspect,Thunder Aspect,Knockback,Sweeping Edge,Decay,Hex Eater,Bleeding,Chaotic,Quake,Looting,Sniper,Point Blank,Flame,Frost,Spark,Punch,Infinity (bow),Quick Charge,Piercing,Multishot,Recoil,Efficiency,Sapper,Eruption,Multitool,Fortune,Silk Touch,Lure,Infinity (tool),Shrapnel,Abyssal,Gills,Respiration,Aqua Affinity,Depth Strider,Riptide,Inferno,Second Wind,Regicide,Aptitude,Retrieval,Intuition,Radiant,Darksight,Weightless,Triage,Soul Speed,Void Tether,Resurrection,Ineptitude,Vanishing,Two Handed,Corruption,Arcane Thrust,Rage of the Keter,Protection of the Depths,Persistent,Ashes of Eternity,Tier,Location,Health,Speed,Attack Damage,Attack Speed,Magic Damage,Tier,Location
Heart of Greed,Isles,Artifact,Offhand,Heart of the Sea,Mist,,,,,,,,,,,,1,2,2,2,2,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,12,38,20,,,,,12,38
Marauder's Haze,Isles,Artifact,Scythe,Golden Hoe,Mist,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,38,,,,,,12,38
Treasured Rapier,Isles,Artifact,Sword,Iron Sword,Mist,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,11,1.4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,38,,,,,,12,38
Unwavering Will,Isles,Artifact,Sword,Iron Sword,Mist,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,10,1.6,,,,4,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,38,,,,,,12,38
Varcosa's Breeches,Isles,Artifact,Leggings,Leather Leggings,Mist,,7,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,12,38,,,,,,12,38
Water's Embrace,Isles,Artifact,Offhand,Gold Nugget,Mist,,3.5,,,,,1,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12,38,,,,,,12,38
Black Mist,Isles,Uncommon,Consumable,Potion,Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,38,,,,,,7,38
Ghost Pirate's Hook,Isles,Uncommon,Offhand,Flint and Steel,Mist,,,,,,,,,,,,2,2,,,2,,2,,,,,,,,,,,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,7,38,10,,5%,,,7,38
Blackthread Whip,Isles,Artifact,Offhand Sword,Stone Sword,Horseman,,1,,,,,1,1,,,,,,,,,,,,,,,,,-10%,,,,30%,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,37,,-10%,30%,,,12,37
Bound Spirit's Tunic,Isles,Artifact,Chestplate,Leather Chestplate,Horseman,3,,,,,,,,,,,6,,,,,2,,,,,,,,13%,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,37,,13%,,,,12,37
Chains from Below the Waves,Isles,Artifact,Leggings,Chainmail Leggings,Horseman,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,15%,,15%,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,37,,,15%,15%,,12,37
Daredevil's Wake,Isles,Artifact,Boots,Leather Boots,Horseman,,4,,,,,,,,,,,,,,,1,6,,,,,,,10%,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,37,30,10%,,,,12,37
Firefly's Rush,Isles,Artifact,Offhand Sword,Iron Sword,Horseman,,,,,,,,,,,,,,,,2,,4,20%,,,,,,,,,,5%,,,,10%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,37,45,,5%,,10%,12,37
Ghastcaller's Gunblade,Isles,Artifact,Crossbow,Crossbow,Horseman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,24,1.2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,37,,,,,,12,37
Horseman's Head,Isles,Artifact,Helmet,Player Head,Horseman,,4.5,,,,,,,,1,,,,,,,,,,,,,,,15%,,,,15%,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,37,,15%,15%,15%,,12,37
The Eternal Mist,Isles,Artifact,Offhand Shield,Shield,Horseman,,,,,,,2,,,,,,,,,,,,,,,,,,10%,,,,10%,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,37,,10%,10%,,,12,37
Reaper's Boots,Isles,Uncommon,Boots,Leather Boots,Horseman,6.5,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5%,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,37,,,5%,,,7,37
Reaper's Cloak,Isles,Uncommon,Chestplate,Leather Chestplate,Horseman,6.5,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5%,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,37,,,5%,,,7,37
Reaper's Hood,Isles,Uncommon,Helmet,Leather Helmet,Horseman,6.5,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5%,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,37,,,5%,,,7,37
Reaper's Robes,Isles,Uncommon,Leggings,Leather Leggings,Horseman,6.5,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5%,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,37,,,5%,,,7,37
Remnant of the Rose,Isles,Epic,Misc,Red Shulker Box,Rush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,36,,,,,,13,36
Bloodmoon Chains,Isles,Artifact,Leggings,Chainmail Leggings,Rush,8,,,,,1,,,,,,,,,,,,,,,,,,,-10%,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,36,,-10%,,,,12,36
Crown of Chains,Isles,Artifact,Helmet,Chainmail Helmet,Rush,8,,,,2,,,,,,,,,,,,,-3,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,36,-15,,,,,12,36
Demon's Scar,Isles,Artifact,Scythe,Stone Hoe,Rush,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,8,2,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,36,,,,,,12,36
Devouring Wind,Isles,Artifact,Axe,Golden Axe,Rush,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,1.1,,,,35,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,36,,,,,,12,36
Harmony's End,Isles,Artifact,Sword,Stone Sword,Rush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,12,36,,,,,,12,36
Legionis,Isles,Artifact,Bow,Bow,Rush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.6,,2,,,,,,,,,,,,,,,,,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,36,,,,,,12,36
Talaya's Decay,Isles,Artifact,Wand,Dead Bush,Rush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60%,4.5,4,,,,,,,,,3,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,36,,,,,,12,36
Winter's March,Isles,Artifact,Boots,Iron Boots,Rush,9,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,36,,,,,,12,36
Colosssal Sabatons,Isles,Artifact,Boots,Iron Boots,Delves,7,,,,,,,,,,,2,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,35,,,,,,12,35
Infernal Aegis,Isles,Artifact,Offhand Shield,Shield,Delves,2,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,10%,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,12,35,,,,,10%,12,35
Leviathan Scales,Isles,Artifact,Leggings,Chainmail Leggings,Delves,4,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12,35,10,,,,,12,35
Shroud of Dread,Isles,Artifact,Chestplate,Leather Chestplate,Delves,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,35,,,,,,12,35
Specter's Visage,Isles,Artifact,Helmet,Player Head,Delves,,8,,,,,,,,,,2,,,,,,-2,,,,,,,,,,,,,,0.5,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,35,-10,,,,14%,12,35
Studded Gauntlet,Isles,Artifact,Offhand Sword,Iron Sword,Delves,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,10%,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,35,,,10%,,,12,35
The Knight's Pledge,Isles,Artifact,Helmet,Player Head,Delves,4,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,35,25,,,,,12,35
Tournament Longsword,Isles,Artifact,Sword,Iron Sword,Delves,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.6,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,35,,,,,,12,35
Ward of Light,Isles,Uncommon,Mainhand,Totem of Undying,Delves,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,7,35,,,,,,7,35
Dragonbone Dagger,Isles,Epic,Offhand Sword,Golden Sword,Carnival,,4,,,,,,,,,,,,,,,,,,1,,,,0.02,,,,1.5,25%,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,34,,23%,35%,,,13,34
Blitzkrieg,Isles,Artifact,Pickaxe,Iron Pickaxe,Carnival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.2,,,,5,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,12,34,,,,,,12,34
Guardian Angel,Isles,Artifact,Mainhand,Shield,Carnival,,1,,,,,,,,,,,,,,,,,,2,,,,,15%,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,34,,15%,,,,12,34
Pact of Punishment,Isles,Artifact,Offhand,Book,Carnival,3,,,2,,,,,,,,2,1,,,,,,-25%,,,,,,15%,,,,15%,,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,34,-31.25,15%,15%,10%,,12,34
Phoenix's Gaze,Isles,Artifact,Axe,Golden Axe,Carnival,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,10.5,1.6,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,34,,,,,,12,34
Asteri,Isles,Uncommon,Bow,Bow,Carnival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,34,,,,,,7,34
Bounty Hunter's Gambeson,Isles,Artifact,Chestplate,Leather Chestplate,Docks,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,33,,,,,,12,33
Divination Orb,Isles,Artifact,Mainhand,Heart of the Sea,Docks,1.5,1.5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,12,33,,,,,,12,33
Dune Raider's Treads,Isles,Artifact,Boots,Leather Boots,Docks,,4.5,,,,,,,,,,,,,,2,2,,,,,,,,10%,,,,25%,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,33,,10%,25%,,,12,33
Frost Knight's Greaves,Isles,Artifact,Leggings,Iron Leggings,Docks,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,20%,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,33,,,20%,,,12,33
Sailwoven Sandals,Isles,Artifact,Boots,Leather Boots,Docks,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25%,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,33,,,,25%,,12,33
Seer's Runeplate,Isles,Artifact,Chestplate,Iron Chestplate,Docks,7,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,33,,,,,,12,33
Seraphic Hauberk,Isles,Artifact,Chestplate,Chainmail Chestplate,Docks,6,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,12,33,,,,,,12,33
Tithe of the Tides,Isles,Artifact,Helmet,Golden Helmet,Docks,,4.5,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,12,33,,,,,,12,33
Mr. Happy Doll,Isles,Uncommon,Helmet,Player Head,Docks,1.5,1.5,,,,,,,,,,,,,5,,,,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,33,25,,,,,7,33
Snowstorm Idol,Isles,Uncommon,Offhand,Totem of Undying,Docks,3,,,,,,,,,,,,,,,,,,,,,,,,10%,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,7,33,,10%,,,,7,33
Waverider,Isles,Uncommon,Trident,Trident,Docks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1.1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,33,,,,,,7,33
Adze of the Ebb,Isles,Artifact,Pickaxe,Iron Pickaxe,TOV,,1.5,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,1.2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,32,,,,,,12,32
Coral Crown,Isles,Artifact,Helmet,Turtle Helmet,TOV,,7.5,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,12,32,,,,,,12,32
Salazar's Breath,Isles,Artifact,Consumable,Potion,TOV,,,,,,,,,,,,,,,,,,,,1,,,,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12,32,,15%,,,,12,32
Seafloor's Sabatons,Isles,Artifact,Boots,Iron Boots,TOV,5.5,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,12,32,,,,,,12,32
Shipwrecker's Sabre,Isles,Artifact,Sword,Iron Sword,TOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.6,,,,4,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,32,,,,,,12,32
Starboard Mail,Isles,Artifact,Chestplate,Chainmail Chestplate,TOV,5.5,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,15%,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,32,,,,,,12,32
Thalassic Lance,Isles,Artifact,Offhand Sword,Iron Sword,TOV,2,,,,,,,,,,,,,,,,,,15%,,,,,,15%,,,,25%,,,,10%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,32,18.75,15%,25%,,10%,12,32
Thrashing Tide,Isles,Artifact,Scythe,Iron Hoe,TOV,,,,,,,,,,,,,,,,,,,,2,,,,,15%,,,,,,,1,10%,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,32,,15%,,,18%,12,32
Bark of the Gateway Tree,Isles,Artifact,Boots,Leather Boots,Forum,6.5,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,20%,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,31,,,27%,,,12,31
Completely Harmless Tome,Isles,Artifact,Wand,Book,Forum,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,67%,15,1.8,,,,,,,,,,,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,12,31,,,,,,12,31
Eomen's Robes,Isles,Artifact,Leggings,Leather Leggings,Forum,9,,,1,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,31,-10,,,,,12,31
Hrimnir's Incisor,Isles,Artifact,Scythe,Iron Hoe,Forum,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,20,1.2,,,,3,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,12,31,,,,,,12,31
Shroud of the Lost,Isles,Artifact,Chestplate,Chainmail Chestplate,Forum,,6,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,10%,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,12,31,,,,,,12,31
The Empty Sabre,Isles,Artifact,Offhand Sword,Diamond Sword,Forum,,,,,,,,,,,1,4,,2,,2,,,,,,,,,10%,,,1,20%,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,31,,10%,27%,,,12,31
The Godshell,Isles,Artifact,Chestplate,Leather Chestplate,Forum,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,20%,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,12,31,,,20%,,,12,31
Titan Spear,Isles,Artifact,Trident,Trident,Forum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1.2,32,1,1.2,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,12,31,,,,,,12,31
Archivist's Legguards,Isles,Rare,Leggings,Golden Leggings,Forum,6,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,0.5,10%,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,31,,,,,14%,11,31
Crown of Unseen Knowledge,Isles,Rare,Helmet,Chainmail Helmet,Forum,,,1,,,,1,,,,,,,,,,,2,,,,,,,10%,,,,35%,,-10%,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,31,10,10%,35%,-10%,,11,31
Drop of Void,Isles,Rare,Offhand,Ghast Tear,Forum,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,31,,,,,23%,11,31
Entcrusher,Isles,Rare,Axe,Wooden Axe,Forum,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,6,,,25,0.8,,,,2,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,11,31,,,,,,11,31
Flintcatcher's Edge,Isles,Rare,Offhand,Flint,Forum,4.5,,,,,,,,,,,,,,,,,,,,,,,,15%,,,,,,,,,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,11,31,,15%,,,,11,31
Homestead,Isles,Rare,Offhand Shield,Shield,Forum,,,,,,,,,,,,,,,,,,,,5,,1,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,31,,,,,,11,31
Magistruct Breaker,Isles,Rare,Offhand Sword,Iron Sword,Forum,4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,10%,0.1,15%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,31,,,10%,23%,,11,31
Mechanized Treads,Isles,Rare,Boots,Golden Boots,Forum,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,11,31,,,,,,11,31
